"","app","category","reviews","installs","type_bin","grupo_edades","genre","size_num_imp","rating_imp","android_ver_imp","ano_act"
"251","Trivia Crack","GAME",6673.4316,396371.74,"0","4+","Trivia",41465.92,4.5,4.1,"2018"
"252","Will it Crush?","GAME",6673.4316,396371.74,"0","4+","Simulation",16000,3.1,4.4,"2018"
"253","Tomb of the Mask","GAME",6673.4316,396371.74,"0","4+","Action",39000,4.1,5,"2018"
"254","Baseball Boy!","GAME",6673.4316,396371.74,"0","4+","Arcade",41465.92,3.4,4.1,"2018"
"255","PUBG MOBILE","GAME",6673.4316,396371.74,"0","12+","Action",36000,4.4,4.3,"2018"
"256","Episode - Choose Your Story","GAME",6673.4316,396371.74,"0","12+","Simulation",29000,4.3,4.4,"2018"
"257","Hello Stars","GAME",6673.4316,396371.74,"0","4+","Puzzle",31000,4.6,4.1,"2018"
"258","Run Sausage Run!","GAME",6673.4316,396371.74,"0","9+","Arcade",6000,4.4,4.1,"2018"
"259","Tank Stars","GAME",6673.4316,396371.74,"0","9+","Arcade",41465.92,4.3,5,"2018"
"260","Castle Clash: Heroes of the Empire US","GAME",6673.4316,396371.74,"0","9+","Strategy",24000,4.6,4.1,"2018"
"261","Hole.io","GAME",6673.4316,396371.74,"0","12+","Arcade",41465.92,4.2,4.1,"2018"
"262","Helix Jump","GAME",6673.4316,396371.74,"0","4+","Action",33000,4.2,4.1,"2018"
"263","Mini Golf King - Multiplayer Game","GAME",6673.4316,396371.74,"0","4+","Sports",41465.92,4.5,4,"2018"
"264","PUBG MOBILE","GAME",6673.4316,396371.74,"0","12+","Action",36000,4.4,4.3,"2018"
"265","Flip the Gun - Simulator Game","GAME",6673.4316,396371.74,"0","4+","Arcade",41465.92,4.2,5,"2018"
"266","Mad Skills BMX 2","GAME",6673.4316,396371.74,"0","4+","Action",41465.92,4.5,4.1,"2018"
"267","MMX Hill Dash 2 – Offroad Truck, Car & Bike Racing","GAME",6673.4316,396371.74,"0","4+","Racing",41465.92,4.4,5,"2018"
"268","Word Link","GAME",6673.4316,396371.74,"0","4+","Word",30000,4.6,4.1,"2018"
"269","Last Day on Earth: Survival","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.5,4.1,"2018"
"270","MARVEL Strike Force","GAME",6673.4316,396371.74,"0","12+","Role Playing",41465.92,4.3,4.4,"2018"
"271","Partymasters - Fun Idle Game","GAME",6673.4316,396371.74,"0","12+","Arcade",41465.92,4.6,5,"2018"
"272","Harry Potter: Hogwarts Mystery","GAME",6673.4316,396371.74,"0","12+","Adventure",2300,4.4,4.4,"2018"
"273","Offroad Outlaws","GAME",6673.4316,396371.74,"0","4+","Racing",41465.92,4.4,4.1,"2018"
"274","Grim Soul: Dark Fantasy Survival","GAME",6673.4316,396371.74,"0","12+","Role Playing",41465.92,4.5,4.1,"2018"
"275","DRAGON BALL LEGENDS","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.6,6,"2018"
"276","Disney Heroes: Battle Mode","GAME",6673.4316,396371.74,"0","9+","Strategy",37000,4.6,4,"2018"
"277","Homescapes","GAME",6673.4316,396371.74,"0","4+","Casual",37000,4.6,4,"2018"
"278","New YAHTZEE® With Buddies Dice Game","GAME",6673.4316,396371.74,"0","4+","Board",41465.92,4.1,4.1,"2018"
"279","Word Crossy - A crossword game","GAME",6673.4316,396371.74,"0","4+","Word",41465.92,4.5,4,"2018"
"280","MLB TAP SPORTS BASEBALL 2018","GAME",6673.4316,396371.74,"0","4+","Sports",41465.92,4.6,4.2,"2018"
"281","Hero Hunters","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.4,4.4,"2018"
"282","Cooking Madness - A Chef's Restaurant Games","GAME",6673.4316,396371.74,"0","4+","Arcade",41465.92,4.7,4.1,"2018"
"283","Ice Crush 2018 - A new Puzzle Matching Adventure","GAME",6673.4316,396371.74,"0","4+","Casual",25000,4.6,4.1,"2018"
"284","TerraGenesis - Space Colony","GAME",6673.4316,396371.74,"0","4+","Simulation",18000,4.3,4.1,"2018"
"285","Merge Dragons!","GAME",6673.4316,396371.74,"0","4+","Puzzle",41465.92,4.5,4.1,"2018"
"286","SHADOWGUN LEGENDS","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.6,6,"2018"
"287","RULES OF SURVIVAL","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.2,4,"2018"
"288","Mafia City","GAME",6673.4316,396371.74,"0","17+","Strategy",41465.92,4.5,2.3,"2018"
"289","Cash, Inc. Money Clicker Game & Business Adventure","GAME",6673.4316,396371.74,"0","4+","Simulation",41465.92,4.8,4.4,"2018"
"290","Dino War: Rise of Beasts","GAME",6673.4316,396371.74,"0","12+","Strategy",41465.92,4.1,4.1,"2018"
"291","Tokyo Ghoul: Dark War","GAME",6673.4316,396371.74,"0","12+","Role Playing",41465.92,4.3,4.3,"2018"
"292","Last Shelter: Survival","GAME",6673.4316,396371.74,"0","12+","Strategy",41465.92,4.4,4,"2018"
"293","Guns of Glory","GAME",6673.4316,396371.74,"0","9+","Strategy",41465.92,4,4,"2018"
"294","Lineage 2: Revolution","GAME",6673.4316,396371.74,"0","12+","Role Playing",41465.92,4.2,4.4,"2018"
"295","Final Fantasy XV: A New Empire","GAME",6673.4316,396371.74,"0","9+","Strategy",2900,4,4.1,"2018"
"296","Girls' Frontline","GAME",2055,100000,"0","12+","Strategy",41465.92,4.2,4,"2018"
"297","Chapters: Interactive Stories","GAME",6673.4316,396371.74,"0","17+","Role Playing",41465.92,4.5,4.3,"2018"
"298","Honkai Impact 3rd","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.7,4.3,"2018"
"299","Master of Eternity(MOE)","GAME",5829,100000,"0","12+","Strategy",41465.92,4.2,4.4,"2018"
"300","The Game of Life","GAME",6673.4316,100000,"1","4+","Board",41465.92,4.4,4.4,"2018"
"301","Clue","GAME",6673.4316,100000,"1","9+","Board",35000,4.6,5,"2018"
"302","The Room: Old Sins","GAME",6673.4316,100000,"1","4+","Puzzle",41465.92,4.9,4.4,"2018"
"303","The Escapists","GAME",6673.4316,100000,"1","12+","Strategy",41465.92,4.4,2.3,"2018"
"304","Farming Simulator 18","GAME",6673.4316,100000,"1","4+","Simulation",15000,4.5,4.4,"2018"
"305","RollerCoaster Tycoon® Classic","GAME",6673.4316,100000,"1","4+","Simulation",41465.92,4.6,4,"2017"
"306","Call of Duty:Black Ops Zombies","GAME",6673.4316,100000,"1","12+","Action",41465.92,4.2,2.3,"2016"
"307","Star Wars ™: DIRTY","GAME",6673.4316,100000,"1","12+","Role Playing",15000,4.5,4.1,"2015"
"308","Monument Valley 2","GAME",6673.4316,100000,"1","4+","Puzzle",33000,4.6,4.4,"2017"
"309","DRAGON BALL LEGENDS","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.6,6,"2018"
"310","ROBLOX","GAME",6673.4316,396371.74,"0","9+","Adventure",41465.92,4.5,4.1,"2018"
"311","Candy Crush Saga","GAME",6673.4316,396371.74,"0","4+","Casual",41465.92,4.4,4.1,"2018"
"312","Angry Birds 2","GAME",6673.4316,396371.74,"0","4+","Casual",41465.92,4.6,4.1,"2018"
"313","8 Ball Pool","GAME",6673.4316,396371.74,"0","4+","Sports",41465.92,4.5,4,"2018"
"314","Fallout Shelter","GAME",6673.4316,396371.74,"0","12+","Simulation",25000,4.6,4.1,"2018"
"315","Harry Potter: Hogwarts Mystery","GAME",6673.4316,396371.74,"0","12+","Adventure",20000,4.4,4.4,"2018"
"316","PUBG MOBILE","GAME",6673.4316,396371.74,"0","12+","Action",36000,4.4,4.3,"2018"
"317","The Sims™ FreePlay","GAME",6673.4316,396371.74,"0","12+","Simulation",31000,4.3,4,"2018"
"318","MARVEL Strike Force","GAME",6673.4316,396371.74,"0","12+","Role Playing",41465.92,4.3,4.4,"2018"
"319","Best Fiends - Free Puzzle Game","GAME",6673.4316,396371.74,"0","4+","Casual",41465.92,4.6,4.2,"2018"
"320","MARVEL Contest of Champions","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.3,4,"2018"
"321","Jurassic World™ Alive","GAME",6673.4316,396371.74,"0","9+","Simulation",41465.92,4.3,4.4,"2018"
"322","Choices: Stories You Play","GAME",6673.4316,396371.74,"0","12+","Simulation",41465.92,4.6,4,"2018"
"323","Solitaire TriPeaks","GAME",6673.4316,396371.74,"0","4+","Card",41465.92,4.5,4,"2018"
"324","Merge Dragons!","GAME",6673.4316,396371.74,"0","4+","Puzzle",41465.92,4.5,4.1,"2018"
"325","The Walking Dead: Road to Survival","GAME",6673.4316,396371.74,"0","17+","Role Playing",37000,4.2,4,"2018"
"326","Hustle Castle: Fantasy Kingdom","GAME",6673.4316,396371.74,"0","9+","Role Playing",41465.92,4.7,4.1,"2018"
"327","Might & Magic: Elemental Guardians","GAME",6673.4316,396371.74,"0","17+","Role Playing",35000,4.3,4.4,"2018"
"328","Game of Thrones: Conquest™","GAME",6673.4316,396371.74,"0","12+","Strategy",41465.92,4,6,"2018"
"329","Love Nikki-Dress UP Queen","GAME",6673.4316,396371.74,"0","4+","Role Playing",41465.92,4.4,4,"2018"
"330","Summoners War","GAME",6673.4316,396371.74,"0","12+","Role Playing",28000,4.3,4,"2018"
"331","FINAL FANTASY BRAVE EXVIUS","GAME",6673.4316,396371.74,"0","12+","Role Playing",41465.92,4.6,4,"2018"
"332","Idle Heroes","GAME",6673.4316,396371.74,"0","9+","Role Playing",41465.92,4.7,2.3,"2018"
"333","Fate/Grand Order (English)","GAME",6673.4316,396371.74,"0","12+","Role Playing",41465.92,4.4,4,"2018"
"334","Lords Mobile: Battle of the Empires - Strategy RPG","GAME",6673.4316,396371.74,"0","12+","Strategy",14000,4.4,2.3,"2018"
"335","War and Order","GAME",6673.4316,396371.74,"0","12+","Strategy",41465.92,4.3,4,"2018"
"336","Dungeon Hunter Champions: Epic Online Action RPG","GAME",6673.4316,396371.74,"0","12+","Role Playing",8400,4.2,4,"2018"
"337","Candy Crush Saga","GAME",6673.4316,396371.74,"0","4+","Casual",41465.92,4.4,4.1,"2018"
"338","ROBLOX","GAME",6673.4316,396371.74,"0","9+","Adventure",41465.92,4.5,4.1,"2018"
"339","8 Ball Pool","GAME",6673.4316,396371.74,"0","4+","Sports",41465.92,4.5,4,"2018"
"340","Subway Surfers","GAME",6673.4316,396371.74,"0","9+","Arcade",41465.92,4.5,4.1,"2018"
"341","Candy Crush Soda Saga","GAME",6673.4316,396371.74,"0","4+","Casual",41465.92,4.4,4.1,"2018"
"342","Zombie Hunter King","GAME",6673.4316,396371.74,"0","17+","Action",41465.92,4.3,2.3,"2018"
"343","Bubble Shooter","GAME",6673.4316,396371.74,"0","4+","Casual",41465.92,4.5,4,"2018"
"344","Toon Blast","GAME",6673.4316,396371.74,"0","4+","Puzzle",41465.92,4.7,4.1,"2018"
"345","Toy Blast","GAME",6673.4316,396371.74,"0","4+","Puzzle",15000,4.7,4.1,"2018"
"346","Clash Royale","GAME",6673.4316,396371.74,"0","9+","Strategy",41465.92,4.6,4.1,"2018"
"347","Clash of Clans","GAME",6673.4316,396371.74,"0","9+","Strategy",41465.92,4.6,4.1,"2018"
"348","Farm Heroes Saga","GAME",6673.4316,396371.74,"0","4+","Casual",41465.92,4.4,2.3,"2018"
"349","Plants vs. Zombies FREE","GAME",6673.4316,396371.74,"0","9+","Strategy",41465.92,4.4,4.1,"2018"
"350","Word Search","GAME",6673.4316,396371.74,"0","4+","Word",3900,4.7,3,"2018"
"351","Block Puzzle","GAME",6673.4316,396371.74,"0","4+","Puzzle",7800,4.6,2.3,"2018"
"352","Super Jim Jump - pixel 3d","GAME",6673.4316,396371.74,"0","4+","Arcade",18000,4.5,4,"2018"
"353","Pou","GAME",6673.4316,396371.74,"0","4+","Casual",24000,4.3,4,"2018"
"354","Temple Run 2","GAME",6673.4316,396371.74,"0","4+","Action",41465.92,4.3,4,"2018"
"355","Flow Free","GAME",6673.4316,396371.74,"0","4+","Puzzle",11000,4.3,4.1,"2018"
"356","Homescapes","GAME",6673.4316,396371.74,"0","4+","Casual",14000,4.6,4,"2018"
"357","Wordscapes","GAME",6673.4316,396371.74,"0","4+","Word",41465.92,4.8,4.1,"2018"
"358","My Talking Angela","GAME",6673.4316,396371.74,"0","4+","Casual",41465.92,4.5,4.1,"2018"
"359","slither.io","GAME",6673.4316,396371.74,"0","4+","Action",2200,4.4,2.3,"2017"
"360","Cooking Fever","GAME",6673.4316,396371.74,"0","4+","Arcade",41465.92,4.5,4,"2018"
"361","Yes day","GAME",6673.4316,396371.74,"0","4+","Casual",41465.92,4.5,4,"2018"
"362","Gardenscapes","GAME",6673.4316,396371.74,"0","4+","Casual",14000,4.6,4,"2018"
"363","Fishdom","GAME",6673.4316,396371.74,"0","4+","Puzzle",14000,4.6,4,"2018"
"364","Galaxy Attack: Alien Shooter","GAME",6673.4316,396371.74,"0","4+","Arcade",41465.92,4.6,4.1,"2018"
"365","Score! Hero","GAME",6673.4316,396371.74,"0","4+","Sports",41465.92,4.6,4.4,"2018"
"366","Zombie Catchers","GAME",6673.4316,396371.74,"0","4+","Action",41465.92,4.7,4.1,"2018"
"367","Magic Tiles 3","GAME",6673.4316,396371.74,"0","4+","Music",14000,4.5,4.1,"2018"
"368","Jewels Star: OZ adventure","GAME",6673.4316,396371.74,"0","4+","Puzzle",14000,4.5,4,"2017"
"369","Granny","GAME",6673.4316,396371.74,"0","12+","Arcade",41465.92,4.5,4,"2018"
"370","Dream League Soccer 2018","GAME",6673.4316,396371.74,"0","4+","Sports",41465.92,4.6,4.4,"2018"
"371","Sweet Fruit Candy","GAME",6673.4316,396371.74,"0","4+","Puzzle",29000,4.5,4.1,"2018"
"372","Fruits Bomb","GAME",6673.4316,396371.74,"0","4+","Casual",17000,4.4,4,"2018"
"373","Angry Birds Classic","GAME",6673.4316,396371.74,"0","4+","Arcade",41465.92,4.4,4.1,"2018"
"374","Talking Tom Gold Run","GAME",6673.4316,396371.74,"0","4+","Action",41465.92,4.6,4.1,"2018"
"375","Bowmasters","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.7,4.1,"2018"
"376","My Talking Tom","GAME",6673.4316,396371.74,"0","4+","Casual",13000,4.5,4.1,"2018"
"377","Hill Climb Racing","GAME",6673.4316,396371.74,"0","4+","Racing",41465.92,4.4,4.2,"2018"
"378","Sniper 3D Gun Shooter: Free Shooting Games - FPS","GAME",6673.4316,396371.74,"0","17+","Action",1800,4.6,4.1,"2018"
"379","Pixel Art: Color by Number Game","GAME",6673.4316,396371.74,"0","4+","Puzzle",25000,4.7,4.3,"2018"
"380","Shoot Bubble - Fruit Splash","GAME",6673.4316,396371.74,"0","4+","Casual",29000,4.6,4,"2018"
"381","Rider","GAME",6673.4316,396371.74,"0","12+","Arcade",41465.92,4.5,4,"2017"
"382","Zombie Tsunami","GAME",6673.4316,396371.74,"0","9+","Arcade",8800,4.4,4.1,"2018"
"383","Garena Free Fire","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.5,4,"2018"
"384","Doodle Jump","GAME",6673.4316,396371.74,"0","4+","Arcade",18000,4.3,4.1,"2018"
"385","Helix Jump","GAME",6673.4316,396371.74,"0","4+","Action",33000,4.2,4.1,"2018"
"386","Crossy Road","GAME",6673.4316,396371.74,"0","4+","Action",41465.92,4.5,5,"2018"
"387","Temple Run 2","GAME",6673.4316,396371.74,"0","4+","Action",41465.92,4.3,4,"2018"
"388","Talking Tom Gold Run","GAME",6673.4316,396371.74,"0","4+","Action",41465.92,4.6,4.1,"2018"
"389","Zombie Catchers","GAME",6673.4316,396371.74,"0","4+","Action",41465.92,4.7,4.1,"2018"
"390","Swamp Attack","GAME",6673.4316,396371.74,"0","9+","Action",41465.92,4.4,4.1,"2018"
"391","Earn to Die 2","GAME",6673.4316,396371.74,"0","12+","Racing",41465.92,4.6,2.3,"2017"
"392","Miraculous Ladybug & Cat Noir - The Official Game","GAME",6673.4316,396371.74,"0","4+","Action",41465.92,4.5,4.4,"2018"
"393","Kick the Buddy","GAME",6673.4316,396371.74,"0","12+","Action",10000,4.3,4.4,"2018"
"394","Hungry Shark World","GAME",6673.4316,396371.74,"0","12+","Action",27000,4.5,4.2,"2018"
"395","Dude Perfect 2","GAME",6673.4316,396371.74,"0","4+","Action",41465.92,4.5,4,"2017"
"396","Shadow Fight 2","GAME",6673.4316,396371.74,"0","9+","Action",41465.92,4.6,3,"2018"
"397","Alto's Adventure","GAME",6673.4316,396371.74,"0","4+","Action",41465.92,4.6,4,"2018"
"398","DEER HUNTER 2018","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.3,3,"2018"
"399","DEAD TARGET: FPS Zombie Apocalypse Survival Games","GAME",6673.4316,396371.74,"0","17+","Action",3800,4.5,4,"2018"
"400","Cover Fire: offline shooting games for free","GAME",6673.4316,396371.74,"0","12+","Action",31000,4.7,4.1,"2018"
"401","Anger of stick 5 : zombie","GAME",6673.4316,396371.74,"0","12+","Action",23000,4.5,2.3,"2018"
"402","CATS: Crash Arena Turbo Stars","GAME",6673.4316,396371.74,"0","4+","Action",15000,4.7,4.1,"2018"
"403","Soul Knight","GAME",6673.4316,396371.74,"0","9+","Action",41465.92,4.7,4.1,"2018"
"404","Major Mayhem","GAME",6673.4316,396371.74,"0","12+","Action",39000,4.6,4,"2017"
"405","DINO HUNTER: DEADLY SHORES","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.4,3,"2017"
"406","Strawberry Shortcake BerryRush","GAME",6673.4316,396371.74,"0","4+","Action",41465.92,4.3,2.3,"2017"
"407","Extreme Match","GAME",696,100000,"0","4+","Action",12000,4.5,4.1,"2018"
"408","Power Rangers Dino Charge","GAME",6673.4316,396371.74,"0","9+","Action",30000,4.3,4.1,"2018"
"409","Zombie Hunter: Post Apocalypse Survival Games","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.4,2.3,"2017"
"410","Agar.io","GAME",6673.4316,396371.74,"0","4+","Action",32000,4.2,4,"2018"
"411","Zombie Hunter King","GAME",6673.4316,396371.74,"0","17+","Action",41465.92,4.3,2.3,"2018"
"412","Battlelands Royale","GAME",6673.4316,396371.74,"0","9+","Action",41465.92,4.4,4.1,"2018"
"413","Once Upon a Tower","GAME",6673.4316,396371.74,"0","9+","Action",41465.92,4.7,4.1,"2018"
"414","TEKKEN™","GAME",6673.4316,396371.74,"0","12+","Action",38000,4.2,5,"2018"
"415","diep.io","GAME",6673.4316,396371.74,"0","4+","Action",20000,4.1,4,"2018"
"416","Arrow.io","GAME",6673.4316,396371.74,"0","9+","Action",6000,4.5,4,"2018"
"417","BEYBLADE BURST app","GAME",6673.4316,396371.74,"0","4+","Action",41465.92,4.5,4,"2018"
"418","Dragon Hills","GAME",6673.4316,396371.74,"0","9+","Action",41465.92,4.5,4.1,"2017"
"419","Bus Rush: Subway Edition","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.1,4,"2018"
"420","DC Super Hero Girls™","GAME",6673.4316,396371.74,"0","4+","Action",41465.92,4.3,4,"2018"
"421","Tiny Archers","GAME",6673.4316,396371.74,"0","17+","Action",4200,4.5,4.1,"2018"
"422","Metal Soldiers 2","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.4,4.1,"2018"
"423","Runner 3d like","GAME",559,100000,"0","9+","Action",32000,4.5,4,"2018"
"424","War Robots","GAME",6673.4316,396371.74,"0","9+","Action",33000,4.6,4.1,"2018"
"425","Dinosaur Simulator: Dino World","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4,4.2,"2018"
"426","GUNSHIP BATTLE: Helicopter 3D","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.3,4,"2018"
"427","Quiz: Logo game","GAME",6673.4316,396371.74,"0","4+","Trivia",29000,4.5,4,"2018"
"428","Helix Jump","GAME",6673.4316,396371.74,"0","4+","Action",33000,4.2,4.1,"2018"
"429","8 Ball Pool","GAME",6673.4316,396371.74,"0","4+","Sports",41465.92,4.5,4,"2018"
"430","Jewels Legend - Match 3 Puzzle","GAME",6673.4316,396371.74,"0","4+","Arcade",41465.92,4.6,4,"2018"
"431","Bubble Shooter","GAME",6673.4316,396371.74,"0","4+","Casual",41465.92,4.5,4,"2018"
"432","Solitaire","GAME",6673.4316,396371.74,"0","4+","Card",12000,4.7,4.4,"2018"
"433","Bubble Shooter Genies","GAME",6673.4316,396371.74,"0","4+","Casual",41000,4.5,4,"2018"
"434","Blossom Blast Saga","GAME",6673.4316,396371.74,"0","4+","Casual",41465.92,4.5,4,"2018"
"435","Traffic Racer","GAME",6673.4316,396371.74,"0","4+","Racing",41465.92,4.5,4.1,"2018"
"436","Hill Climb Racing","GAME",6673.4316,396371.74,"0","4+","Racing",41465.92,4.4,4.2,"2018"
"437","Earn to Die 2","GAME",6673.4316,396371.74,"0","12+","Racing",41465.92,4.6,2.3,"2017"
"438","Bubble Shooter 2","GAME",6673.4316,396371.74,"0","4+","Arcade",35000,4.3,4.1,"2018"
"439","Candy Bomb","GAME",6673.4316,396371.74,"0","4+","Casual",20000,4.4,4,"2018"
"440","Zombie Catchers","GAME",6673.4316,396371.74,"0","4+","Action",41465.92,4.7,4.1,"2018"
"441","Gems or jewels ?","GAME",6673.4316,396371.74,"0","12+","Puzzle",13000,4.7,4,"2018"
"442","Angry Birds Rio","GAME",6673.4316,396371.74,"0","4+","Arcade",41465.92,4.4,4.1,"2018"
"443","Candy Crush Jelly Saga","GAME",6673.4316,396371.74,"0","4+","Puzzle",41465.92,4.3,4,"2018"
"444","Cut the Rope FULL FREE","GAME",6673.4316,396371.74,"0","4+","Puzzle",41465.92,4.4,4.1,"2018"
"445","Hungry Shark Evolution","GAME",6673.4316,396371.74,"0","12+","Arcade",41465.92,4.5,4.1,"2018"
"446","Power Pop Bubbles","GAME",6673.4316,396371.74,"0","4+","Arcade",41465.92,4.4,4.1,"2018"
"447","Angry Birds Classic","GAME",6673.4316,396371.74,"0","4+","Arcade",41465.92,4.4,4.1,"2018"
"448","Best Fiends - Free Puzzle Game","GAME",6673.4316,396371.74,"0","4+","Casual",13000,4.6,4.4,"2018"
"449","Hill Climb Racing 2","GAME",6673.4316,396371.74,"0","4+","Racing",3800,4.6,4.2,"2018"
"450","Jewels classic Prince","GAME",6673.4316,396371.74,"0","4+","Puzzle",15000,4.4,4,"2018"
"451","Fruit Block - Puzzle Legend","GAME",6673.4316,396371.74,"0","4+","Casual",33000,4.6,4.1,"2018"
"452","Bubble Shooter Space","GAME",4355,396371.74,"0","4+","Casual",19000,4.2,2.3,"2017"
"453","Swamp Attack","GAME",6673.4316,396371.74,"0","9+","Action",41465.92,4.4,4.1,"2018"
"454","1LINE – One Line with One Touch","GAME",6673.4316,396371.74,"0","4+","Board",10000,4.6,4.1,"2018"
"455","Stick War: Legacy","GAME",6673.4316,396371.74,"0","12+","Strategy",41465.92,4.6,4.4,"2018"
"456","Bowmasters","GAME",6673.4316,396371.74,"0","12+","Action",15000,4.7,4.1,"2018"
"457","Block Puzzle Classic Legend !","GAME",6673.4316,396371.74,"0","4+","Puzzle",4900,4.2,2.3,"2018"
"458","Marble Woka Woka 2018 - Bubble Shooter Match 3","GAME",6673.4316,396371.74,"0","4+","Puzzle",33000,4.6,4.1,"2018"
"459","Pixel Art: Color by Number Game","GAME",6673.4316,396371.74,"0","4+","Puzzle",25000,4.7,4.3,"2018"
"460","Super Jabber Jump 3","GAME",6673.4316,396371.74,"0","9+","Arcade",23000,4.3,2.3,"2018"
